Model Class: Base_RNN | Hidden Len: 10Epoch;Training_Loss;Validation_Loss
1;3.3218350410461426;1.7737938165664673
2;1.0685597658157349;0.6026516556739807
3;0.3309357464313507;0.19064481556415558
4;0.12587204575538635;0.10030753910541534
5;0.0910799652338028;0.08626096695661545
6;0.08701035380363464;0.08401543647050858
7;0.08644092082977295;0.08348800987005234
8;0.08622389286756516;0.08327127248048782
9;0.08606228232383728;0.08312030136585236
10;0.08591664582490921;0.08298834413290024
11;0.08577919751405716;0.08286578953266144
12;0.0856478288769722;0.08274929970502853
13;0.08552154153585434;0.08263672143220901
14;0.08539965003728867;0.08252640068531036
15;0.08528167009353638;0.08241710811853409
16;0.08516715466976166;0.08230791985988617
17;0.08505570143461227;0.0821981281042099
18;0.08494693785905838;0.08208714425563812
19;0.08484036475419998;0.08197440207004547
20;0.0847354456782341;0.08185943216085434
21;0.08463148772716522;0.08174143731594086
22;0.08452761173248291;0.08161965757608414
23;0.08442272245883942;0.08149294555187225
24;0.08431554585695267;0.08136001974344254
25;0.08420451730489731;0.08121956884860992
26;0.08408809453248978;0.0810704380273819
27;0.08396505564451218;0.08091229945421219
28;0.08383510261774063;0.08074609190225601
29;0.08369938284158707;0.08057423681020737
30;0.08356042206287384;0.08039987087249756
31;0.0834212377667427;0.08022601157426834
32;0.08328427374362946;0.08005465567111969
33;0.08315061777830124;0.07988622039556503
34;0.08302005380392075;0.07971982657909393
35;0.08289121091365814;0.07955338060855865
36;0.08276190608739853;0.07938379049301147
37;0.0826292634010315;0.07920706272125244
38;0.08248969912528992;0.07901846617460251
39;0.0823388323187828;0.07881205528974533
40;0.08217153698205948;0.07858140766620636
41;0.08198270201683044;0.07832102477550507
42;0.081768698990345;0.0780286192893982
43;0.08152894675731659;0.07770602405071259
44;0.08126553148031235;0.07735734432935715
45;0.08098100870847702;0.0769856795668602
46;0.08067653328180313;0.0765916258096695
47;0.0803518071770668;0.0761743113398552
48;0.08000638335943222;0.07573381811380386
49;0.07964133471250534;0.07527164369821548
50;0.07925914973020554;0.07478689402341843
51;0.07886208593845367;0.0742722749710083
52;0.07845087349414825;0.07371361553668976
53;0.07802470773458481;0.07309283316135406
54;0.07758123427629471;0.07239250093698502
55;0.07711563259363174;0.07160008698701859
56;0.07661950588226318;0.0707099586725235
57;0.07608269900083542;0.06972620636224747
58;0.0755000039935112;0.06867494434118271
59;0.07488039135932922;0.06762443482875824
60;0.07425100356340408;0.06668569147586823
61;0.07364793121814728;0.0659700334072113
62;0.073097363114357;0.06553284078836441
63;0.07260409742593765;0.06535549461841583
64;0.07215677201747894;0.06537070125341415
65;0.07174226641654968;0.06549496203660965
66;0.07135701924562454;0.06564939767122269
67;0.07100863754749298;0.06577621400356293
68;0.07070896029472351;0.06584702432155609
69;0.07046397775411606;0.06585659086704254
70;0.0702696219086647;0.06581324338912964
71;0.07011562585830688;0.06573204696178436
72;0.06999115645885468;0.06562919914722443
73;0.0698876604437828;0.06551764905452728
74;0.06979915499687195;0.06540584564208984
75;0.06972157210111618;0.06529845297336578
76;0.06965214759111404;0.06519753485918045
77;0.06958890706300735;0.06510371714830399
78;0.06953051686286926;0.06501676142215729
79;0.06947597861289978;0.06493610888719559
80;0.06942453980445862;0.06486118584871292
81;0.0693756639957428;0.06479127705097198
82;0.0693289116024971;0.06472577154636383
83;0.06928399205207825;0.06466411054134369
84;0.06924062222242355;0.06460583209991455
85;0.06919863075017929;0.06455045193433762
86;0.06915784627199173;0.06449767202138901
87;0.0691182017326355;0.0644470602273941
88;0.06907954812049866;0.06439853459596634
89;0.06904181092977524;0.06435173004865646
90;0.06900496780872345;0.06430652737617493
91;0.06896895170211792;0.06426270306110382
92;0.06893371045589447;0.06422017514705658
93;0.06889919936656952;0.06417880952358246
94;0.06886544078588486;0.06413856148719788
95;0.06883235275745392;0.06409935653209686
96;0.06879996508359909;0.0640610083937645
97;0.0687682032585144;0.06402358412742615
98;0.06873709708452225;0.06398693472146988
99;0.06870660930871964;0.06395120918750763
100;0.06867673993110657;0.06391612440347672
101;0.06864745914936066;0.06388179957866669
102;0.0686187669634819;0.06384821236133575
103;0.06859064847230911;0.06381534039974213
104;0.0685630589723587;0.06378307938575745
105;0.06853604316711426;0.06375149637460709
106;0.0685095489025116;0.06372053921222687
107;0.06848356127738953;0.06369026005268097
108;0.06845808774232864;0.06366059184074402
109;0.06843310594558716;0.0636315569281578
110;0.06840862333774567;0.0636029914021492
111;0.0683845803141594;0.06357503682374954
112;0.06836099922657013;0.06354766339063644
113;0.06833784282207489;0.06352082639932632
114;0.06831514090299606;0.06349450349807739
115;0.06829281151294708;0.06346872448921204
116;0.06827091425657272;0.06344342976808548
117;0.06824938207864761;0.0634186714887619
118;0.06822823733091354;0.06339425593614578
119;0.06820742040872574;0.0633704736828804
120;0.06818698346614838;0.06334704905748367
121;0.06816685944795609;0.06332409381866455
122;0.06814706325531006;0.06330153346061707
123;0.0681275799870491;0.06327943503856659
124;0.06810839474201202;0.0632576271891594
125;0.06808948516845703;0.06323634833097458
126;0.06807088106870651;0.06321538984775543
127;0.0680524930357933;0.06319476664066315
128;0.06803439557552338;0.06317447125911713
129;0.06801653653383255;0.06315454095602036
130;0.06799891591072083;0.06313488632440567
131;0.06798150390386581;0.06311555951833725
132;0.06796432286500931;0.0630965605378151
133;0.06794734299182892;0.06307779252529144
134;0.06793056428432465;0.06305931508541107
135;0.0679139792919159;0.06304115802049637
136;0.06789759546518326;0.06302320212125778
137;0.06788135319948196;0.0630054771900177
138;0.06786531955003738;0.06298799067735672
139;0.06784941256046295;0.06297073513269424
140;0.06783369183540344;0.06295366585254669
141;0.06781809031963348;0.06293676793575287
142;0.06780264526605606;0.06292015314102173
143;0.06778734177350998;0.06290365010499954
144;0.06777216494083405;0.0628872737288475
145;0.06775711476802826;0.06287114322185516
146;0.06774219870567322;0.06285513192415237
147;0.06772738695144653;0.06283927708864212
148;0.0677127093076706;0.06282348930835724
149;0.06769810616970062;0.06280793249607086
150;0.0676836222410202;0.06279244273900986
151;0.06766924262046814;0.062777079641819
152;0.06765495985746384;0.06276185810565948
153;0.0676407590508461;0.06274665892124176
154;0.06762665510177612;0.06273163855075836
155;0.0676126480102539;0.06271671503782272
156;0.06759871542453766;0.06270180642604828
157;0.06758486479520798;0.0626869946718216
158;0.06757108122110367;0.06267227977514267
159;0.06755737960338593;0.06265763193368912
160;0.06754372268915176;0.06264303624629974
161;0.06753017753362656;0.06262849271297455
162;0.06751667708158493;0.06261394172906876
163;0.06750324368476868;0.0625995323061943
164;0.0674898698925972;0.06258516013622284
165;0.06747657060623169;0.06257080286741257
166;0.06746331602334976;0.06255649030208588
167;0.06745011359453201;0.06254223734140396
168;0.06743696331977844;0.06252796947956085
169;0.06742386519908905;0.06251377612352371
170;0.06741082668304443;0.06249956414103508
171;0.06739786267280579;0.06248534843325615
172;0.06738489121198654;0.06247122213244438
173;0.06737201660871506;0.062457066029310226
174;0.06735917180776596;0.06244290992617607
175;0.06734636425971985;0.0624287948012352
176;0.06733361631631851;0.06241466477513313
177;0.06732089072465897;0.062400538474321365
178;0.0673082172870636;0.06238645315170288
179;0.06729558110237122;0.062372397631406784
180;0.06728300452232361;0.06235827878117561
181;0.067270427942276;0.06234414502978325
182;0.06725788861513138;0.06233000010251999
183;0.06724541634321213;0.06231589987874031
184;0.06723298132419586;0.062301795929670334
185;0.06722057610750198;0.062287699431180954
186;0.0672081857919693;0.06227358058094978
187;0.06719586253166199;0.06225938722491264
188;0.06718353182077408;0.06224524974822998
189;0.06717129051685333;0.06223110109567642
190;0.06715903431177139;0.06221688911318779
191;0.06714682281017303;0.06220269948244095
192;0.06713464856147766;0.062188565731048584
193;0.06712251156568527;0.062174372375011444
194;0.06711038202047348;0.06216014176607132
195;0.06709831207990646;0.06214596703648567
196;0.06708626449108124;0.06213171407580376
197;0.0670742467045784;0.06211749464273453
198;0.06706225126981735;0.062103260308504105
199;0.06705030798912048;0.06208904832601547
200;0.06703836470842361;0.06207471340894699
Model Class: Base_RNN | Hidden Len: 10Epoch;Training_Loss;Validation_Loss
1;0.1421588957309723;0.09815944731235504
2;0.08719982951879501;0.09656687080860138
3;0.0870528295636177;0.09641072899103165
4;0.08696214109659195;0.09619885683059692
5;0.0868310034275055;0.09594957530498505
6;0.08667521178722382;0.09566860646009445
7;0.08649876713752747;0.09535356611013412
8;0.08630062639713287;0.09500006586313248
9;0.08607932180166245;0.09460229426622391
10;0.08583375811576843;0.09415300190448761
11;0.08556335419416428;0.0936451330780983
12;0.0852685198187828;0.09307563304901123
13;0.08495192229747772;0.0924496203660965
14;0.08461843430995941;0.09177988767623901
15;0.08427400887012482;0.09108481556177139
16;0.08392463624477386;0.09038416296243668
17;0.08357540518045425;0.08969558775424957
18;0.08323024958372116;0.08903267979621887
19;0.08289197087287903;0.08840428292751312
20;0.08256234228610992;0.08781462907791138
21;0.0822422057390213;0.08726493269205093
22;0.08193179219961166;0.08675388991832733
23;0.08163069933652878;0.08627916872501373
24;0.08133822679519653;0.08583769202232361
25;0.0810534805059433;0.08542589843273163
26;0.08077535778284073;0.08504055440425873
27;0.08050265163183212;0.08467834442853928
28;0.08023429661989212;0.08433615416288376
29;0.07996892929077148;0.08401138335466385
30;0.07970544695854187;0.08370140939950943
31;0.07944279909133911;0.0834040641784668
32;0.07918001711368561;0.08311730623245239
33;0.07891624420881271;0.08283933997154236
34;0.07865078002214432;0.08256864547729492
35;0.07838308811187744;0.08230384439229965
36;0.07811290770769119;0.08204402774572372
37;0.07784007489681244;0.08178810775279999
38;0.07756449282169342;0.08153542876243591
39;0.07728634029626846;0.08128522336483002
40;0.07700581848621368;0.0810369998216629
41;0.07672340422868729;0.08079066872596741
42;0.07643993943929672;0.0805458351969719
43;0.07615654915571213;0.08030290901660919
44;0.07587476074695587;0.0800626203417778
45;0.07559642940759659;0.07982612401247025
46;0.07532355189323425;0.0795949399471283
47;0.07505783438682556;0.07937107980251312
48;0.07480040937662125;0.07915584743022919
49;0.07455173879861832;0.07895098626613617
50;0.07431182265281677;0.07875742018222809
51;0.07408053427934647;0.0785757452249527
52;0.07385720312595367;0.0784061998128891
53;0.07364143431186676;0.0782485082745552
54;0.07343251258134842;0.0781024619936943
55;0.07322995364665985;0.07796762883663177
56;0.07303313910961151;0.07784333825111389
57;0.07284166663885117;0.07772915065288544
58;0.07265523076057434;0.07762453705072403
59;0.07247353345155716;0.07752871513366699
60;0.07229641824960709;0.07744106650352478
61;0.07212372124195099;0.07736098021268845
62;0.07195539772510529;0.07728780061006546
63;0.0717914029955864;0.07722076028585434
64;0.07163165509700775;0.07715919613838196
65;0.0714760273694992;0.07710248976945877
66;0.07132449746131897;0.07704995572566986
67;0.07117678225040436;0.07700143754482269
68;0.07103271782398224;0.0769563764333725
69;0.07089222967624664;0.07691457122564316
70;0.0707547590136528;0.07687614858150482
71;0.07062017917633057;0.07684117555618286
72;0.07048825174570084;0.07680992782115936
73;0.07035863399505615;0.07678288966417313
74;0.07023113965988159;0.07676047831773758
75;0.07010557502508163;0.07674320787191391
76;0.06998193264007568;0.07673156261444092
77;0.06986016780138016;0.07672610878944397
78;0.06974029541015625;0.0767270028591156
79;0.06962248682975769;0.0767344981431961
80;0.06950697302818298;0.07674868404865265
81;0.06939399242401123;0.07676932960748672
82;0.06928382068872452;0.07679615169763565
83;0.06917679309844971;0.07682858407497406
84;0.06907327473163605;0.0768660232424736
85;0.06897341459989548;0.07690771669149399
86;0.06887759268283844;0.07695280015468597
87;0.0687858909368515;0.07700051367282867
88;0.0686984583735466;0.07705003768205643
89;0.06861536204814911;0.07710053771734238
90;0.0685364305973053;0.07715128362178802
91;0.068461574614048;0.07720181345939636
92;0.06839077174663544;0.07725148648023605
93;0.06832364201545715;0.07729993760585785
94;0.06826003640890121;0.07734670490026474
95;0.06819967180490494;0.07739157229661942
96;0.06814218312501907;0.07743433117866516
97;0.06808742135763168;0.07747474312782288
98;0.06803509593009949;0.0775127038359642
99;0.06798488646745682;0.07754814624786377
100;0.06793659925460815;0.07758098095655441
101;0.06788996607065201;0.07761120051145554
102;0.06784489005804062;0.07763876765966415
103;0.06780106574296951;0.07766377180814743
104;0.06775836646556854;0.07768619805574417
105;0.06771673262119293;0.07770608365535736
106;0.06767603754997253;0.07772349566221237
107;0.06763608753681183;0.0777384489774704
108;0.06759681552648544;0.07775108516216278
109;0.06755811721086502;0.07776142656803131
110;0.0675198957324028;0.07776960730552673
111;0.06748230010271072;0.07777561247348785
112;0.06744500249624252;0.07777959853410721
113;0.06740804016590118;0.0777815729379654
114;0.06737147271633148;0.07778171449899673
115;0.06733515858650208;0.07777997851371765
116;0.06729906797409058;0.07777652144432068
117;0.0672631710767746;0.07777135819196701
118;0.06722749024629593;0.07776457816362381
119;0.0671919733285904;0.07775624096393585
120;0.06715661287307739;0.07774640619754791
121;0.06712133437395096;0.07773510366678238
122;0.06708617508411407;0.07772238552570343
123;0.06705106794834137;0.07770837098360062
124;0.06701600551605225;0.07769300788640976
125;0.06698103249073029;0.07767639309167862
126;0.0669461041688919;0.0776585191488266
127;0.06691114604473114;0.07763948291540146
128;0.06687617301940918;0.0776192918419838
129;0.06684119999408722;0.0775979533791542
130;0.06680624932050705;0.07757548242807388
131;0.06677129864692688;0.07755199074745178
132;0.06673625111579895;0.0775274708867073
133;0.06670121103525162;0.07750189304351807
134;0.06666608154773712;0.07747526466846466
135;0.06663081049919128;0.07744771987199783
136;0.06659559905529022;0.07741919159889221
137;0.06656014919281006;0.07738974690437317
138;0.0665246993303299;0.07735930383205414
139;0.06648916751146317;0.07732797414064407
140;0.0664534792304039;0.07729578018188477
141;0.06641768664121628;0.07726266980171204
142;0.06638175249099731;0.07722873985767365
143;0.06634571403265;0.07719393074512482
144;0.0663096234202385;0.07715828716754913
145;0.0662732943892479;0.07712183147668839
146;0.06623684614896774;0.07708459347486496
147;0.06620025634765625;0.07704658061265945
148;0.06616353988647461;0.07700782269239426
149;0.0661267414689064;0.07696835696697235
150;0.06608977913856506;0.07692815363407135
151;0.0660526305437088;0.07688730955123901
152;0.06601536273956299;0.07684583216905594
153;0.06597797572612762;0.07680367678403854
154;0.0659404769539833;0.07676096260547638
155;0.06590285152196884;0.07671771198511124
156;0.06586513668298721;0.0766739621758461
157;0.06582731753587723;0.07662971317768097
158;0.06578939408063889;0.07658502459526062
159;0.06575143337249756;0.07653991878032684
160;0.06571342796087265;0.07649444788694382
161;0.06567539274692535;0.07644863426685333
162;0.06563736498355865;0.07640255242586136
163;0.06559929251670837;0.0763561800122261
164;0.06556126475334167;0.07630960643291473
165;0.06552336364984512;0.07626275718212128
166;0.06548545509576797;0.0762157142162323
167;0.06544757634401321;0.07616842538118362
168;0.06540985405445099;0.07612090557813644
169;0.06537218391895294;0.07607309520244598
170;0.06533458828926086;0.07602500170469284
171;0.06529703736305237;0.07597661763429642
172;0.06525953859090805;0.07592795044183731
173;0.0652221068739891;0.07587889581918716
174;0.0651845708489418;0.07582952827215195
175;0.0651470422744751;0.07577983289957047
176;0.06510947644710541;0.0757298618555069
177;0.065071702003479;0.07567968219518661
178;0.06503380835056305;0.07562924921512604
179;0.06499575078487396;0.07557866722345352
180;0.06495742499828339;0.07552800327539444
181;0.06491883099079132;0.07547734677791595
182;0.06487999856472015;0.07542677223682404
183;0.06484083831310272;0.07537627965211868
184;0.06480143964290619;0.07532597333192825
185;0.06476151198148727;0.0752759724855423
186;0.06472134590148926;0.07522623986005783
187;0.06468073278665543;0.0751769095659256
188;0.06463959813117981;0.07512805610895157
189;0.06459812819957733;0.07507968693971634
190;0.0645560622215271;0.07503195106983185
191;0.06451352685689926;0.07498480379581451
192;0.06447042524814606;0.07493838667869568
193;0.06442674994468689;0.07489275932312012
194;0.06438247859477997;0.07484804093837738
195;0.06433761119842529;0.07480423897504807
196;0.06429196149110794;0.07476140558719635
197;0.06424561887979507;0.07471971213817596
198;0.06419851630926132;0.07467913627624512
199;0.06415065377950668;0.07463983446359634
200;0.06410186737775803;0.07460184395313263
Model Class: Base_RNN | Hidden Len: 10Epoch;Training_Loss;Validation_Loss
1;6.240388870239258;2.4212210178375244
2;1.144925832748413;0.41117486357688904
3;0.1995624601840973;0.10760891437530518
4;0.0885545164346695;0.08886732906103134
5;0.08392578363418579;0.0885104387998581
6;0.08392347395420074;0.0884304791688919
7;0.08390645682811737;0.08834154158830643
8;0.08388207107782364;0.08825746923685074
9;0.08386045694351196;0.0881786197423935
10;0.08384168148040771;0.08810411393642426
11;0.08382511883974075;0.08803315460681915
12;0.08381017297506332;0.08796502649784088
13;0.08379640430212021;0.08789928257465363
14;0.08378343284130096;0.08783547580242157
15;0.08377092331647873;0.08777334541082382
16;0.08375858515501022;0.08771269023418427
17;0.08374620229005814;0.08765331655740738
18;0.08373353630304337;0.08759503066539764
19;0.0837203860282898;0.0875377207994461
20;0.08370662480592728;0.08748124539852142
21;0.0836920216679573;0.08742544800043106
22;0.08367644250392914;0.0873701423406601
23;0.08365972340106964;0.0873151570558548
24;0.08364170044660568;0.08726024627685547
25;0.08362222462892532;0.0872051864862442
26;0.08360109478235245;0.08714974671602249
27;0.08357815444469452;0.08709361404180527
28;0.08355319499969482;0.08703653514385223
29;0.08352598547935486;0.08697812259197235
30;0.0834963247179985;0.08691806346178055
31;0.08346395194530487;0.086855947971344
32;0.08342859148979187;0.08679133653640747
33;0.08338991552591324;0.08672377467155457
34;0.08334759622812271;0.08665265887975693
35;0.08330120146274567;0.08657731860876083
36;0.08325022459030151;0.08649696409702301
37;0.08319409936666489;0.08641057461500168
38;0.08313204348087311;0.08631690591573715
39;0.08306315541267395;0.0862143263220787
40;0.0829862505197525;0.08610063046216965
41;0.08289989084005356;0.08597296476364136
42;0.08280236274003983;0.08582750707864761
43;0.08269177377223969;0.08565966784954071
44;0.08256623148918152;0.08546476066112518
45;0.08242347836494446;0.08523935079574585
46;0.08226019889116287;0.08498121798038483
47;0.08207239210605621;0.0846874862909317
48;0.08185617625713348;0.08435406535863876
49;0.08160709589719772;0.0839759036898613
50;0.08131952583789825;0.08354721963405609
51;0.08098700642585754;0.08306212723255157
52;0.08060373365879059;0.08251626789569855
53;0.08016818016767502;0.08191101998090744
54;0.07968919724225998;0.08126215636730194
55;0.07918891310691833;0.08060489594936371
56;0.07869664579629898;0.07998446375131607
57;0.0782424733042717;0.0794389471411705
58;0.07784537971019745;0.07898382842540741
59;0.07750633358955383;0.07861228287220001
60;0.07721587270498276;0.0783081203699112
61;0.07696352154016495;0.0780555009841919
62;0.07674118876457214;0.07784228026866913
63;0.07654304802417755;0.07765945792198181
64;0.07636481523513794;0.07750047743320465
65;0.07620315253734589;0.07736054807901382
66;0.07605551928281784;0.07723608613014221
67;0.07591971009969711;0.07712431252002716
68;0.0757940411567688;0.0770232230424881
69;0.07567708939313889;0.07693101465702057
70;0.07556764036417007;0.07684656232595444
71;0.07546469569206238;0.07676868885755539
72;0.07536747306585312;0.07669653743505478
73;0.07527528703212738;0.0766293928027153
74;0.07518749684095383;0.07656672596931458
75;0.07510368525981903;0.07650800049304962
76;0.07502344250679016;0.07645276933908463
77;0.074946328997612;0.07640071213245392
78;0.07487206906080246;0.07635152339935303
79;0.07480039447546005;0.07630494236946106
80;0.07473107427358627;0.07626073062419891
81;0.074663907289505;0.07621870934963226
82;0.07459865510463715;0.07617868483066559
83;0.07453525811433792;0.07614050060510635
84;0.07447352260351181;0.07610403746366501
85;0.07441330701112747;0.0760691910982132
86;0.07435449212789536;0.07603582739830017
87;0.07429701834917068;0.07600395381450653
88;0.07424076646566391;0.0759732723236084
89;0.07418570667505264;0.07594390213489532
90;0.07413169741630554;0.07591567933559418
91;0.07407869398593903;0.07588862627744675
92;0.0740266889333725;0.07586261630058289
93;0.07397555559873581;0.0758376270532608
94;0.07392524927854538;0.07581354677677155
95;0.07387576997280121;0.07579042762517929
96;0.07382706552743912;0.07576824724674225
97;0.07377906888723373;0.07574687898159027
98;0.07373178005218506;0.07572630792856216
99;0.07368508726358414;0.0757066011428833
100;0.07363905012607574;0.07568766176700592
101;0.07359358668327332;0.07566940784454346
102;0.07354868948459625;0.07565189898014069
103;0.07350434362888336;0.07563510537147522
104;0.07346043735742569;0.07561900466680527
105;0.07341703772544861;0.07560358941555023
106;0.07337412238121033;0.07558871060609818
107;0.07333161681890488;0.075574591755867
108;0.07328950613737106;0.07556101679801941
109;0.07324777543544769;0.07554808259010315
110;0.07320637255907059;0.07553578168153763
111;0.07316531240940094;0.07552404701709747
112;0.07312460243701935;0.0755128562450409
113;0.07308415323495865;0.07550229132175446
114;0.07304395735263824;0.07549223303794861
115;0.07300401479005814;0.07548269629478455
116;0.07296431064605713;0.07547375559806824
117;0.07292475551366806;0.07546535134315491
118;0.07288539409637451;0.07545744627714157
119;0.07284613698720932;0.07545005530118942
120;0.07280702888965607;0.07544322311878204
121;0.07276798039674759;0.07543683797121048
122;0.07272900640964508;0.07543106377124786
123;0.07269002497196198;0.07542570680379868
124;0.07265106588602066;0.07542087137699127
125;0.07261208444833755;0.07541652023792267
126;0.07257301360368729;0.07541260868310928
127;0.07253380864858627;0.07540924847126007
128;0.07249447703361511;0.07540638744831085
129;0.07245495170354843;0.07540403306484222
130;0.07241519540548325;0.07540211826562881
131;0.07237516343593597;0.07540073990821838
132;0.07233478873968124;0.07539984583854675
133;0.07229409366846085;0.07539944350719452
134;0.07225294411182404;0.07539962232112885
135;0.07221131026744843;0.07540023326873779
136;0.07216912508010864;0.0754014104604721
137;0.0721263587474823;0.07540316879749298
138;0.07208289951086044;0.075405552983284
139;0.07203873991966248;0.07540849596261978
140;0.07199374586343765;0.0754120722413063
141;0.07194784283638;0.07541634142398834
142;0.07190097868442535;0.07542131841182709
143;0.07185305655002594;0.07542707026004791
144;0.07180396467447281;0.07543373852968216
145;0.0717536062002182;0.07544126361608505
146;0.07170182466506958;0.0754498615860939
147;0.07164862006902695;0.07545949518680573
148;0.0715937614440918;0.07547052204608917
149;0.07153709977865219;0.07548283040523529
150;0.07147864997386932;0.07549680769443512
151;0.07141800969839096;0.07551259547472
152;0.07135526835918427;0.07553042471408844
153;0.07129013538360596;0.07555051892995834
154;0.07122237235307693;0.07557335495948792
155;0.07115180045366287;0.07559923827648163
156;0.07107830047607422;0.07562881708145142
157;0.0710015743970871;0.07566241174936295
158;0.07092135399580002;0.07570074498653412
159;0.07083744555711746;0.07574470341205597
160;0.07074950635433197;0.07579497992992401
161;0.07065730541944504;0.0758526399731636
162;0.070560522377491;0.07591883093118668
163;0.07045882195234299;0.07599496841430664
164;0.07035189121961594;0.07608245313167572
165;0.07023941725492477;0.07618285715579987
166;0.0701209157705307;0.07629834115505219
167;0.06999608874320984;0.07643072307109833
168;0.06986449658870697;0.07658233493566513
169;0.06972575932741165;0.0767553523182869
170;0.06957925856113434;0.07695210725069046
171;0.06942462176084518;0.0771750882267952
172;0.06926126778125763;0.07742621004581451
173;0.06908843666315079;0.07770730555057526
174;0.06890560686588287;0.07801960408687592
175;0.06871175020933151;0.07836361974477768
176;0.06850599497556686;0.07873939722776413
177;0.06828702241182327;0.0791453942656517
178;0.06805354356765747;0.07957924157381058
179;0.0678037777543068;0.08003786206245422
180;0.06753547489643097;0.08051658421754837
181;0.06724600493907928;0.08100973069667816
182;0.06693223118782043;0.0815102756023407
183;0.06659037619829178;0.0820101946592331
184;0.06621594727039337;0.08249928802251816
185;0.06580433249473572;0.08296596258878708
186;0.06535033881664276;0.08339570462703705
187;0.06484883278608322;0.0837739109992981
188;0.06429441273212433;0.08408644050359726
189;0.06368120014667511;0.08432407677173615
190;0.06300374865531921;0.08448703587055206
191;0.06225955858826637;0.08458607643842697
192;0.06145351380109787;0.08463729918003082
193;0.06060430780053139;0.08464841544628143
194;0.05974658206105232;0.08461114764213562
195;0.058922529220581055;0.08451219648122787
196;0.05816774442791939;0.08435101807117462
197;0.05749901756644249;0.08414235711097717
198;0.056916140019893646;0.0839046984910965
199;0.056409548968076706;0.08365228772163391
200;0.05596699193120003;0.08339274674654007
